city,state,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,lat,long
fredericksburg,Virginia,3000,2002.0,toyota,4runner,good,6 cylinders,gas,188000.0,clean,automatic,JT3GN86R920244421,fwd,mid-size,SUV,black,38.4718,-77.5102
greenbay,Wisconsin,2800,2002.0,,cheverolet impala,excellent,6 cylinders,gas,,clean,automatic,,fwd,mid-size,sedan,silver,44.166000000000004,-87.5855
nmi,Michigan,6990,2005.0,chevrolet,1500 silverado,excellent,8 cylinders,gas,215564.0,clean,automatic,,4wd,,pickup,grey,44.264333,-85.406492
columbus,Ohio,59900,2017.0,gmc,denali,like new,8 cylinders,diesel,5500.0,clean,automatic,,4wd,full-size,pickup,black,40.825595,-82.33794300000001
pensacola,Florida,25000,1993.0,nissan,skyline,excellent,6 cylinders,gas,,clean,manual,BNR32-300424,4wd,,coupe,grey,30.4129,-87.3092
akroncanton,Ohio,36500,2016.0,chevrolet,silverado 1500,,,gas,,clean,automatic,3GCUKSEC0GG369604,4wd,,pickup,silver,40.58853,-81.09298000000001
westslope,Colorado,5500,2003.0,ford,ranger edge,good,6 cylinders,gas,178000.0,clean,automatic,,rwd,,truck,blue,39.077042,-108.45033600000001
chattanooga,Georgia,20985,2014.0,gmc,savana,,,gas,116273.0,clean,automatic,1GD374CG8E1907570,rwd,,other,yellow,34.221101000000004,-83.86965500000001
southjersey,New Jersey,2200,2000.0,,COUPE 2-DR,,,gas,158000.0,clean,automatic,2G1WX12K0Y9355125,,,,,39.8805,-74.9706
brownsville,Texas,6000,2012.0,mazda,cx-9-,excellent,6 cylinders,gas,238.0,clean,automatic,,fwd,,,,25.950376000000002,-97.32169300000001
bakersfield,California,16995,2005.0,ford,f250 super duty,excellent,8 cylinders,diesel,171136.0,clean,automatic,1FTSW21P35EB35286,4wd,full-size,truck,white,35.498787,-120.682576
cincinnati,Ohio,14500,2015.0,chrysler,200,,,gas,,clean,automatic,,,,,,39.3476,-84.1181
athensga,Georgia,7600,2014.0,ford,fusion se,like new,4 cylinders,gas,,clean,automatic,,,,,black,33.7278,-84.2143
fortmyers,Florida,4900,2004.0,lexus,es330,,,gas,,clean,automatic,,,,,,26.3626,-81.8183
utica,New York,6400,2004.0,chevy,silverado,,8 cylinders,gas,,clean,automatic,,4wd,,,,43.1,-75.2937
corpuschristi,Texas,11000,1994.0,jeep,,excellent,4 cylinders,gas,,clean,manual,,4wd,,,white,27.6349,-97.3103
orangecounty,California,8950,2015.0,chevy,trax lt,like new,4 cylinders,gas,33782.0,salvage,automatic,3GNCJLSB6FL216058,fwd,mid-size,SUV,white,34.131607,-117.907496
neworleans,Mississippi,4988,2005.0,toyota,camry solara,,,gas,157000.0,clean,automatic,,,,,black,30.5418,-89.691
memphis,Mississippi,15900,2010.0,ford,f-250 lariat fx4 supercrew,good,8 cylinders,diesel,252316.0,clean,automatic,1FTSW2BR7AEA84143,4wd,,truck,white,34.9771,-89.9992
wyoming,Montana,18800,2008.0,toyota,fj cruiser,excellent,,gas,,clean,automatic,,,,,silver,45.6745,-108.76899999999999
stockton,California,17800,2016.0,toyota,avalon xle pemium,excellent,6 cylinders,gas,57397.0,clean,automatic,4T1BK1EB4GU199720,fwd,mid-size,sedan,black,38.054029,-121.266378
huntsville,Alabama,3000,1999.0,lexus,es 300,excellent,6 cylinders,gas,,clean,automatic,,fwd,full-size,sedan,silver,34.714,-86.39399999999999
jackson,Mississippi,3000,2002.0,chevy,silverado 1500,excellent,,gas,21488.0,clean,automatic,,,full-size,truck,,32.6205,-90.0061
mcallen,Texas,14900,2011.0,ford,f150 lariat,,,gas,,clean,automatic,,,,,,26.195078,-98.247069
springfield,Missouri,14950,2012.0,buick,enclave,,,gas,91755.0,clean,automatic,5GAKRDED5CJ365498,fwd,,wagon,white,37.116839,-93.29757099999999
oklahomacity,Oklahoma,12826,2013.0,ford,edge sel,good,6 cylinders,gas,132345.0,clean,automatic,,4wd,mid-size,SUV,red,35.5335,-97.9591
daytona,Florida,6000,1956.0,chevrolet,belair 56,,,gas,,clean,other,,,,,,28.1913,-82.756
jackson,Mississippi,19500,2010.0,chevrolet,silverado ltz 4x4,excellent,8 cylinders,gas,129000.0,clean,automatic,,4wd,full-size,truck,blue,32.282727,-90.01133
louisville,Kentucky,10000,2008.0,bmw,328i,,,gas,,clean,automatic,,,,,,38.142140999999995,-85.669095
sacramento,California,6995,2005.0,gmc,yukon xl 1500 sle - one owne,,,other,141928.0,clean,automatic,1GKEC16Z15J109095,rwd,,SUV,,38.6239,-121.3837
portland,Oregon,27135,2017.0,ford,transit,,,gas,39256.0,clean,automatic,1FBZX2ZM0HKB13634,,,wagon,white,45.502346,-122.940651
louisville,Kentucky,1000,1995.0,honda,accord 4-door sedan,fair,4 cylinders,gas,1.0,clean,automatic,,fwd,mid-size,sedan,custom,38.2651,-85.5582
lasvegas,Nevada,7400,2013.0,volkswagen,jetta,like new,5 cylinders,gas,,clean,automatic,,,,,white,36.0564,-115.07799999999999
rochester,New York,3500,2000.0,toyota,celica gt-s,,4 cylinders,gas,100000.0,clean,manual,,fwd,,coupe,,43.2203,-77.5994
fortsmith,Oklahoma,20900,2015.0,audi,q5,,,gas,69491.0,clean,automatic,WA1CFAFP7FA076673,,,SUV,white,35.5106,-97.61298000000001
ithaca,New York,2500,2002.0,nissan,,,,gas,,clean,automatic,,,,,,43.156779,-76.21361
eauclaire,Wisconsin,600,1991.0,ford,bronco,salvage,8 cylinders,gas,,parts only,automatic,,4wd,full-size,SUV,blue,44.879090000000005,-90.98301
kelowna,FAILED,21200,2018.0,kia,optima,,4 cylinders,gas,50492.0,clean,automatic,5XXGT4L37JG191628,fwd,mid-size,sedan,blue,49.04553,-122.277718
bgky,Kentucky,5600,2014.0,ford,fusion se,good,4 cylinders,gas,105000.0,rebuilt,automatic,,,,,,37.0174,-86.4518
billings,Montana,3250,2009.0,chevrolet,malibu,fair,,gas,,clean,automatic,,,,,,45.777152,-108.54918700000002
greensboro,North Carolina,200,1994.0,pontiac,,good,6 cylinders,gas,,clean,automatic,,,,,blue,36.1288,-79.4114
grandisland,Nebraska,16795,2015.0,gmc,terrain,excellent,other,gas,50366.0,clean,automatic,2GKALMEK3F6338476,fwd,,SUV,red,40.876591999999995,-96.68108000000001
bozeman,Montana,400,1998.0,chevy,silverado z71,fair,8 cylinders,gas,141000.0,clean,automatic,,4wd,,truck,green,45.578070000000004,-111.12631200000001
redding,California,26995,2016.0,honda,cr-v ex-l sport utility 4d,,,gas,,clean,automatic,,,,,,40.588339000000005,-122.392475
akroncanton,Ohio,3200,1996.0,,oldsmobile 88 ls,excellent,6 cylinders,gas,119000.0,clean,automatic,,fwd,full-size,sedan,blue,40.8465,-81.4408
newjersey,New Jersey,6800,2004.0,toyota,v6 highlander,excellent,6 cylinders,gas,114000.0,clean,automatic,,4wd,,,,40.3859,-74.17399999999999
goldcountry,California,22777,2013.0,gmc,sierra,,,diesel,209352.0,clean,automatic,1GT110C88DF171827,fwd,,pickup,,38.626049,-121.401344
medford,Oregon,1977,1999.0,cadillac,seville sts,good,8 cylinders,gas,88000.0,clean,automatic,1G6KY5499XU919251,fwd,full-size,sedan,red,42.322604,-122.868733
appleton,Wisconsin,13495,2013.0,subaru,outback,excellent,4 cylinders,gas,104951.0,clean,automatic,4S4BRCCC3D3296329,4wd,,wagon,blue,43.302071000000005,-88.376508
eugene,Oregon,4800,2002.0,volkswagen,gti 337,,,gas,,clean,manual,,,,,,43.9058,-123.0284
westmd,Maryland,4500,2012.0,ford,fiesta,excellent,,gas,114500.0,clean,automatic,,,,hatchback,blue,39.644044,-78.75494300000001
mcallen,Texas,5500,2011.0,chrysler,town and country,excellent,6 cylinders,gas,141000.0,rebuilt,automatic,,fwd,,mini-van,red,26.2159,-98.3253
lynchburg,Virginia,7000,2000.0,toyota,sr5 4-runner silver,good,,gas,,clean,automatic,,4wd,mid-size,,silver,37.372582,-79.551924
nashville,Tennessee,2000,2003.0,chevrolet,malibu,good,6 cylinders,gas,77000.0,clean,automatic,1G1ND52JX3M647783,,,sedan,,36.0725,-86.72399999999999
dubuque,Iowa,7995,2004.0,chevrolet,silverado,like new,8 cylinders,gas,155000.0,clean,automatic,,4wd,full-size,truck,red,42.501236,-90.749773
sacramento,California,1600,2004.0,ford,focus,fair,,gas,,clean,automatic,,,,,blue,38.4797,-121.4438
cnj,New Jersey,4500,1977.0,jeep,cj7,fair,8 cylinders,gas,110000.0,clean,automatic,,4wd,,truck,,40.3666,-74.6408
atlanta,Georgia,995,2006.0,volkswagen,jetta,,,gas,,clean,automatic,,,,,,33.758,-84.1802
mansfield,Ohio,14394,2014.0,ford,fusion,,4 cylinders,gas,72065.0,clean,other,3FA6P0K94ER169503,fwd,,sedan,blue,41.621598,-83.49377700000001
reading,Pennsylvania,3000,1972.0,ford,torino sc,,,gas,,clean,automatic,,,,,,40.3351,-75.875
bemidji,Minnesota,10890,2013.0,ford,transit connect,,,other,75790.0,clean,automatic,NM0LS7DN0DT150424,,,van,white,46.87686,-96.70971999999999
jacksonville,Florida,6500,2007.0,chevrolet,impala ltz,excellent,6 cylinders,gas,70022.0,clean,automatic,,fwd,full-size,sedan,white,30.2787,-81.5831
cnj,New Jersey,9400,2012.0,nissan,maxima 3.5 sv,excellent,6 cylinders,gas,89000.0,clean,automatic,,,mid-size,sedan,black,40.4444,-74.3801
lynchburg,Virginia,3800,2004.0,jeep,grand cherokee,,,gas,248000.0,clean,automatic,,4wd,,,,37.361,-79.0544
sandiego,California,2800,1996.0,saturn,s series,good,4 cylinders,gas,65890.0,clean,automatic,,fwd,compact,sedan,white,33.1193,-117.185
gulfport,Mississippi,13500,2013.0,buick,enclave,good,6 cylinders,gas,108000.0,lien,automatic,,,full-size,SUV,white,30.5471,-88.4927
worcester,Massachusetts,4450,2007.0,mazda,3,excellent,4 cylinders,gas,,clean,automatic,,fwd,,sedan,,42.0528,-71.7509
savannah,Georgia,3006,2006.0,ford,five hundred,,,gas,190792.0,clean,automatic,1FAHP25126G162875,fwd,full-size,sedan,red,31.989,-81.0979
lexington,Kentucky,12000,2012.0,ford,f-350,excellent,8 cylinders,gas,217980.0,clean,automatic,1FDRF3G67CEB54645,rwd,,,white,38.057496,-84.523553
sanantonio,Texas,11000,1977.0,chevrolet,k10,,8 cylinders,gas,,clean,manual,,4wd,full-size,truck,red,29.9249,-95.0578
frederick,Maryland,3800,2011.0,mitsubishi,galant,excellent,4 cylinders,gas,173122.0,clean,automatic,,fwd,mid-size,sedan,silver,39.3512,-77.2494
fayetteville,North Carolina,6395,2009.0,toyota,camry,good,4 cylinders,gas,168500.0,clean,automatic,JTDBL40EX99018095,,,,,35.149811,-78.917271
bellingham,Washington,10000,1979.0,cadillac,,,,gas,,clean,automatic,,,,,,48.7974,-122.4448
bend,Oregon,800,1984.0,ford,bronco,fair,8 cylinders,gas,190.0,clean,automatic,,4wd,mid-size,pickup,grey,44.0223,-121.2985
grandrapids,Michigan,2600,2005.0,chevrolet,aveo sedan,excellent,4 cylinders,gas,223000.0,clean,automatic,,fwd,compact,,,42.8939,-85.7619
appleton,Wisconsin,13390,2016.0,nissan,altima,excellent,4 cylinders,gas,51460.0,clean,automatic,1N4AL3AP8GC207713,fwd,mid-size,sedan,red,44.54929,-88.04897
smd,Maryland,6492,2011.0,nissan,sentra,,4 cylinders,gas,98175.0,clean,automatic,3N1AB6AP4BL712663,fwd,,sedan,black,38.623540000000006,-76.90685
milwaukee,Wisconsin,4200,2008.0,honda,accord,good,4 cylinders,gas,,clean,automatic,,fwd,full-size,sedan,blue,43.144927,-88.168377
collegestation,Texas,3999,2005.0,ford,mustang coupe,fair,6 cylinders,gas,130000.0,rebuilt,manual,,,compact,coupe,blue,30.686508,-96.715632
lafayette,Louisiana,11900,2007.0,,07 TOYOYA TACOMA,good,6 cylinders,gas,182984.0,clean,automatic,3TMKU72N87M010278,rwd,compact,pickup,,30.1582,-92.0236
jacksonville,Florida,3000,2014.0,dodge,charger r/t,,,gas,,clean,automatic,,,,,,30.392519,-81.73648299999999
siouxfalls,South Dakota,34235,2018.0,jeep,wrangler unlimited,,,gas,10762.0,clean,automatic,1C4BJWEG9JL809155,,,,,42.521791,-96.49847700000001
missoula,Montana,7500,2013.0,chevrolet,cruze lt,excellent,4 cylinders,gas,101766.0,clean,automatic,1G1PC5SB9D7313975,fwd,,,white,46.8563,-114.0252
kansascity,Kansas,4696,2007.0,chevrolet,equinox lt,excellent,6 cylinders,gas,161000.0,clean,automatic,2CNDL63F976046421,fwd,,SUV,white,39.085,-94.6356
providence,Rhode Island,27900,2014.0,,Freightliner FTL M2,excellent,6 cylinders,diesel,291125.0,clean,automatic,3ALACWDT5EDFK8268,rwd,full-size,truck,white,41.799009000000005,-71.34844100000001
annapolis,Maryland,1900,1991.0,ford,ranger xlt,fair,,gas,54000.0,clean,automatic,,rwd,full-size,truck,blue,39.049119,-76.577754
newyork,New Jersey,6500,2011.0,audi,a4 2.0t quattro,like new,,gas,115000.0,clean,automatic,,,,,white,40.8601,-74.1283
jacksonville,Florida,1,2012.0,infiniti,m37,excellent,6 cylinders,gas,73935.0,clean,automatic,JN1BY1AP1CM332645,rwd,compact,sedan,custom,28.466088,-81.396429
bham,Kansas,10500,2007.0,ford,f-150 fx4,,,gas,,clean,automatic,,,,,,37.13284,-95.78558000000001
littlerock,Arkansas,4900,2008.0,toyota,camry,,,gas,,clean,automatic,,,,,,34.9457,-92.0318
knoxville,Tennessee,9999,2013.0,chrysler,town and country,excellent,6 cylinders,gas,87762.0,clean,automatic,2C4RC1BG6DR526871,fwd,full-size,mini-van,blue,36.008461,-83.997006
brownsville,Texas,3100,2013.0,ford,fiesta sr 2013,good,4 cylinders,gas,71000.0,rebuilt,automatic,,fwd,compact,hatchback,silver,25.948673,-97.545599
neworleans,Louisiana,15900,2012.0,bmw,3 series 335i,like new,6 cylinders,gas,,clean,automatic,,,,,,30.0098,-90.163
huntsville,Tennessee,6500,1984.0,chevrolet,2500,good,,gas,140000.0,clean,manual,,4wd,full-size,truck,red,35.2924,-86.6447
abbotsford,FAILED,34995,2013.0,mercedes-benz,sprinter,excellent,6 cylinders,diesel,177076.0,clean,automatic,,rwd,mid-size,van,white,49.067663,-122.82095600000001
lasvegas,Nevada,3700,2009.0,volkswagen,,,,gas,130000.0,clean,automatic,,,,,,36.1008,-115.1365
medford,Oregon,26988,2007.0,ram,2500,,,diesel,112979.0,clean,automatic,1D7KS28C47J531290,4wd,full-size,truck,silver,45.385979,-122.608301
lansing,Michigan,3800,2006.0,honda,oddysey exl,excellent,6 cylinders,gas,206000.0,rebuilt,automatic,,fwd,full-size,van,,42.7053,-84.4187
tulsa,Oklahoma,25995,2016.0,ford,f-150,excellent,,gas,94879.0,clean,automatic,1FTEW1EG8GKE06882,4wd,full-size,pickup,,36.316520000000004,-95.61349200000001
santamaria,California,9600,2015.0,,Hyunday Sonata,excellent,4 cylinders,gas,59000.0,clean,automatic,,,,sedan,,35.0298,-120.4894
sandiego,California,16500,2017.0,chevrolet,impala,,6 cylinders,gas,46693.0,clean,other,2G1105S39H9162924,fwd,,sedan,,32.799603999999995,-116.97355900000001
dallas,Texas,14940,2010.0,ford,f-150 super cab automatic,,,gas,91031.0,clean,automatic,1FTVX1CV9AKB35465,rwd,,pickup,white,32.7476,-96.98902
springfield,Arkansas,24000,2012.0,dodge,challenger r/t,like new,8 cylinders,gas,,clean,manual,,rwd,,coupe,black,36.2417,-93.1062
modesto,California,2900,2004.0,volvo,,like new,6 cylinders,gas,185000.0,clean,automatic,,4wd,full-size,wagon,white,37.7205,-122.1587
vancouver,FAILED,24588,2012.0,honda,pilot,,,gas,,clean,automatic,5FNYF4H59CB505422,,,,,49.268889,-123.139323
utica,New York,6500,2009.0,honda,civic lx sedan,,,gas,,clean,manual,,,,,,42.955903,-76.413511
fargo,Minnesota,13500,2008.0,ram,2500 mega cab,,,gas,,clean,automatic,,,,,,45.720083,-94.952774
lacrosse,Wisconsin,10000,2008.0,gmc,w4500,good,,diesel,180000.0,clean,automatic,,,,,,43.5442,-90.8939
tulsa,Oklahoma,3999,2007.0,chevrolet,cobalt,excellent,,gas,110657.0,clean,manual,,,,coupe,,35.990924,-95.88644000000001
oregoncoast,Oregon,10886,2012.0,nissan,juke,,,other,97483.0,clean,automatic,JN8AF5MV2CT117656,,,SUV,black,42.435938,-123.327721
columbia,South Carolina,12500,1953.0,chevrolet,truck,,,gas,,clean,manual,,,,,,34.3167,-80.9288
rmn,Minnesota,700,1998.0,jeep,grand cherokee,fair,8 cylinders,gas,19600.0,missing,automatic,,4wd,mid-size,truck,purple,43.6695,-92.9784
spokane,Idaho,35999,2014.0,chevrolet,silverado 1500 ltz 4x4,like new,8 cylinders,gas,17000.0,clean,automatic,,4wd,full-size,truck,brown,47.7205,-116.9353
sarasota,Florida,3850,2006.0,honda,civic coupe,excellent,4 cylinders,gas,130104.0,clean,manual,,fwd,full-size,coupe,grey,27.5382,-82.5006
bozeman,Montana,16574,2011.0,gmc,canyon slt,excellent,5 cylinders,gas,100816.0,clean,automatic,1GTH6NFE3B8129534,4wd,,truck,,45.649297999999995,-110.572157
longisland,New York,2700,2005.0,toyota,rav 4,,,gas,,clean,automatic,,,,,,40.8174,-72.9852
lubbock,Texas,2995,1997.0,ford,ranger,excellent,6 cylinders,gas,76421.0,rebuilt,manual,yes,rwd,mid-size,pickup,white,33.440378,-101.850789
winchester,Virginia,17999,2017.0,dodge,grand caravan,like new,6 cylinders,gas,50472.0,clean,automatic,2C4RDGEG6HR755634,,full-size,mini-van,red,39.186681,-78.14555899999999
carbondale,Illinois,2995,1999.0,jeep,cherokee,excellent,other,gas,168152.0,clean,automatic,1J4FT68S0XL507476,rwd,,SUV,black,37.761006,-89.276646
bham,Alabama,9500,1996.0,chevrolet,,good,8 cylinders,gas,,clean,automatic,,rwd,full-size,sedan,black,33.5446,-86.9292
dayton,Ohio,3900,2005.0,chrysler,300 touring,excellent,6 cylinders,gas,154000.0,clean,automatic,,,,,,39.7505,-84.2686
easttexas,Texas,21900,2008.0,ford,f250,excellent,8 cylinders,diesel,91900.0,clean,automatic,1FTSW21RX8ED87705,4wd,,pickup,green,32.790132,-95.45272
tampa,Florida,5200,1998.0,ram,1500,excellent,6 cylinders,gas,,clean,automatic,,fwd,full-size,pickup,red,28.4655,-82.5981
chicago,Illinois,8500,1980.0,jeep,cj7,,,gas,,clean,automatic,,,,,,42.2636,-88.1333
westernmass,Massachusetts,25000,2005.0,ford,,excellent,8 cylinders,diesel,87000.0,clean,automatic,,4wd,full-size,truck,white,42.6952,-72.5772
tucson,Arizona,6995,2006.0,chevrolet,trailblazer,excellent,6 cylinders,gas,171000.0,clean,automatic,1GNET16S866157140,4wd,full-size,SUV,grey,32.25,-110.8869
chattanooga,Tennessee,10250,2009.0,lexus,es 350 4dr sdn,excellent,6 cylinders,gas,80500.0,rebuilt,automatic,JTHBJ46G692286406,fwd,mid-size,sedan,grey,35.0781,-85.0635
richmond,Virginia,2000,2003.0,acura,tl type s,,,gas,,clean,automatic,,,,,,37.5477,-77.3948
columbiamo,Missouri,1500,1998.0,ford,explorer 4x4,good,6 cylinders,gas,185221.0,clean,automatic,,4wd,,,,39.4319,-92.8014
orlando,Florida,10295,2014.0,ford,transit connect,,,other,111913.0,clean,automatic,NM0LS7F71E1163095,,,van,blue,28.55055,-81.57848
memphis,Tennessee,1000,2006.0,toyota,camry,,,gas,,clean,automatic,,,,,,35.1496,-90.0487
newhaven,Connecticut,5800,2013.0,dodge,grand caravan,,,gas,,clean,automatic,,,,,,41.391281,-73.454296
newlondon,Connecticut,750,2004.0,ford,explorer,,6 cylinders,gas,,clean,automatic,,4wd,,SUV,blue,41.3572,-72.0579
brownsville,Texas,3350,2003.0,chevrolet,1500 silverado 4x4,good,8 cylinders,gas,190.0,clean,automatic,Xxx,4wd,compact,pickup,white,25.9717,-97.4699
bend,Oregon,3995,1971.0,pontiac,firebird,,,gas,,clean,automatic,,,,,,44.0223,-121.2985
pensacola,Alabama,9800,2010.0,chevrolet,colorado,,5 cylinders,gas,129670.0,clean,manual,1GBHSBDE7A8128242,rwd,,pickup,white,30.667171999999997,-88.126277
brainerd,Minnesota,5200,2008.0,dodge,grand caravan sxt,excellent,6 cylinders,gas,132000.0,clean,automatic,,fwd,,mini-van,blue,46.2022,-94.6185
hartford,Connecticut,8199,2009.0,volkswagen,cc,excellent,4 cylinders,gas,98957.0,clean,automatic,WVWHL73C09E557578,fwd,,sedan,grey,41.674402,-72.912204
ocala,Florida,1500,2000.0,nissan,sentra 2000,,,gas,155200.0,clean,automatic,,,,,,28.9584,-82.5993
hudsonvalley,New York,3995,2008.0,toyota,corolla,,,gas,,clean,automatic,,,,,,41.7035,-73.9117
athensga,South Carolina,44988,2015.0,cadillac,escalade,,,gas,79098.0,clean,automatic,1GYS4CKJ8FR148576,4wd,,SUV,black,34.80145,-82.42621
chicago,Illinois,16999,2006.0,jeep,wrangler,excellent,6 cylinders,gas,48000.0,clean,automatic,,4wd,,SUV,grey,41.896012,-87.676144
louisville,Indiana,12000,2011.0,cadillac,,good,8 cylinders,gas,82000.0,clean,automatic,123456,fwd,full-size,sedan,silver,39.4854,-86.0608
lincoln,Nebraska,4200,2003.0,honda,accord 4-door sedan,,,gas,,clean,automatic,,,,,,40.83679,-96.682013
washingtondc,Virginia,1,2006.0,honda,accord,good,4 cylinders,gas,107000.0,clean,automatic,,fwd,mid-size,sedan,white,38.6929,-77.204
kalamazoo,Michigan,34250,2017.0,lincoln,mkz,,6 cylinders,gas,9504.0,clean,automatic,3LN6L5FC3HR614323,4wd,,sedan,silver,42.270123999999996,-85.639794
panamacity,Florida,14495,2011.0,ram,1500,good,8 cylinders,gas,75158.0,clean,automatic,3d7jb1et9bg616047,rwd,full-size,truck,grey,30.205591,-81.57562800000001
southjersey,New Jersey,8000,2012.0,ford,focus sel,excellent,4 cylinders,gas,89774.0,clean,automatic,1FAHP3H20CL117348,fwd,mid-size,sedan,grey,39.916449,-74.920822
atlanta,Georgia,3800,2002.0,honda,cr-v,good,4 cylinders,gas,175000.0,clean,automatic,,4wd,,,,33.9951,-84.6544
ocala,Florida,49995,2015.0,ford,super duty f-250 srw,,8 cylinders,diesel,55055.0,clean,automatic,1FT7W2BTXFEA20638,4wd,,pickup,white,29.210393,-82.191867
panamacity,Florida,8800,2005.0,chevy,silverado z71,good,8 cylinders,gas,189000.0,clean,automatic,,4wd,,truck,black,30.3105,-85.9106
lakecity,Florida,2700,1988.0,jeep,comanchee,,,gas,194000.0,clean,manual,,,,pickup,yellow,29.5888,-81.5921
norfolk,Virginia,19500,2006.0,ford,f-250,excellent,8 cylinders,diesel,90000.0,clean,automatic,,4wd,full-size,pickup,blue,36.779182,-76.337466
waterloo,Iowa,16995,2011.0,bmw,3-series,excellent,6 cylinders,gas,51355.0,clean,automatic,WBADW3C55BE538057,rwd,mid-size,convertible,custom,42.032203,-91.611698
chicago,Illinois,12466,2014.0,chevrolet,equinox,,6 cylinders,gas,84460.0,clean,automatic,2GNFLCE35E6318238,fwd,compact,SUV,black,42.295408,-87.950611
lakeland,Florida,4000,1982.0,mazda,rx7,good,,gas,190000.0,clean,manual,,rwd,compact,hatchback,,28.0496,-82.0069
waterloo,Iowa,28900,2015.0,ford,f150 crew cab,like new,8 cylinders,gas,36000.0,clean,automatic,,4wd,full-size,truck,red,42.5831,-92.6164
treasure,Florida,1200,2007.0,,accord,,,gas,,clean,automatic,,,,,,26.7832,-80.0638
neworleans,Louisiana,1800,2006.0,,EXCELLENT,excellent,8 cylinders,gas,,clean,automatic,,4wd,full-size,truck,black,30.4066,-91.1468
peoria,Illinois,4900,2008.0,dodge,caliber sxt,good,4 cylinders,gas,123718.0,clean,automatic,1B3HB48B58D578868,fwd,mid-size,sedan,brown,40.866162,-89.67792
bozeman,Montana,23900,2014.0,ram,1500 big horn,excellent,8 cylinders,gas,88790.0,clean,automatic,1C6RR7LT8ES108140,4wd,,pickup,,45.772251000000004,-111.169395
boise,Idaho,19900,2009.0,gmc,yukon xl,,,other,107896.0,clean,automatic,1GKFK16219R235765,4wd,,SUV,red,43.619808,-116.28817
